"","Doxorubicin_IC_50","Etoposide_IC_50","Gemcitabine_IC_50","Mitomycin.C_IC_50","Vinorelbine_IC_50","NSC.87877_IC_50","Bicalutamide_IC_50","QS11_IC_50","Midostaurin_IC_50","CHIR.99021_IC_50","AP.24534_IC_50","AZD6482_IC_50","JNK.9L_IC_50","PF.562271_IC_50","DMOG_IC_50","FTI.277_IC_50","OSU.03012_IC_50","Shikonin_IC_50","AKT.inhibitor.VIII_IC_50","Embelin_IC_50","FH535_IC_50","PAC.1_IC_50","IPA.3_IC_50","GSK.650394_IC_50","BAY.61.3606_IC_50","Thapsigargin_IC_50","Obatoclax.Mesylate_IC_50","BMS.754807_IC_50","OSI.906_IC_50","Bexarotene_IC_50","Bleomycin_IC_50","LFM.A13_IC_50","AUY922_IC_50","Bryostatin.1_IC_50","Pazopanib_IC_50","LAQ824_IC_50","Epothilone.B_IC_50","GSK.1904529A_IC_50","Tipifarnib_IC_50","AS601245_IC_50","AICAR_IC_50","Camptothecin_IC_50","Vinblastine_IC_50","Cisplatin_IC_50","Cytarabine_IC_50","Docetaxel_IC_50","Methotrexate_IC_50","ATRA_IC_50","Gefitinib_IC_50","ABT.263_IC_50","Vorinostat_IC_50","RDEA119_IC_50","Temsirolimus_IC_50","AZD.2281_IC_50","ABT.888_IC_50","Bosutinib_IC_50","Lenalidomide_IC_50","Axitinib_IC_50","AZD7762_IC_50","GW.441756_IC_50","CEP.701_IC_50","X17.AAG_IC_50","VX.702_IC_50","AMG.706_IC_50","KU.55933_IC_50","Elesclomol_IC_50","BIBW2992_IC_50","GDC.0449_IC_50","PLX4720_IC_50","BX.795_IC_50","NU.7441_IC_50","BIRB.0796_IC_50","JNK.Inhibitor.VIII_IC_50","Nutlin.3a_IC_50","PD.173074_IC_50","RO.3306_IC_50","NVP.BEZ235_IC_50","GDC0941_IC_50","AZD8055_IC_50","PD.0325901_IC_50","CCT007093_IC_50","EHT.1864_IC_50","BMS.708163_IC_50","PF.4708671_IC_50","JNJ.26854165_IC_50","TW.37_IC_50","AG.014699_IC_50"
"MHH-PREB-1",-1.470476,2.80225,-1.394182,1.146561,-4.978604,6.567098,3.82857,3.13962,1.808199,5.348919,0.497577,2.437728,-0.843617,2.166888,4.91972,5.205025,0.695513,-1.380034,3.290703,2.385039,1.783664,2.89584,1.243253,2.88695,0.935433,-4.372023,-6.571394,5.557533,4.739366,3.507355,6.72887,7.120748,-2.374117,-1.772289,3.113908,-4.955941,-4.891843,4.581835,1.193829,2.093647,6.253036,-3.410891,-5.731745,5.262081,-1.642381,-2.781329,-4.186685,6.465927,3.296598,5.412009,-0.116542,5.861401,-4.322997,5.589051,5.887011,3.169119,5.402526,2.911201,-2.424465,4.831503,-1.964623,4.914814,4.177726,5.491816,3.044048,-3.983289,3.080852,6.180497,5.443692,1.934944,2.333252,6.793307,6.971727,5.043204,3.721168,5.23797,-4.250969,-1.724039,-2.853915,2.967591,5.795089,3.062161,5.211889,3.817698,4.074643,-2.202317,5.528412
"MIA-PaCa-2",-3.374505,0.978816,-3.7566,-1.289351,-5.145129,6.296555,4.355096,2.183784,3.032065,0.565183,0.013652,5.584355,0.335419,2.735424,4.935418,3.491368,2.934419,-1.285565,4.562013,1.547534,-0.509767,5.253369,2.898063,1.957926,1.686403,-5.714698,-1.457257,-1.375872,2.180991,2.352593,-2.20053,6.398189,-4.193543,-1.360835,1.723598,-3.204,-6.635036,4.08956,-1.138194,-0.024804,8.140153,-6.025692,-5.452459,0.388891,-0.952777,-6.232377,1.538132,6.054309,3.793393,2.426667,-0.260188,-1.137904,-2.258006,3.169079,4.409221,0.051071,4.264326,0.604043,-1.967713,2.09577,-0.690786,-5.65629,3.691053,3.061556,2.840595,-5.346256,3.227068,3.390078,2.835339,0.813517,1.78053,2.676379,4.047012,6.182597,3.865002,2.351515,-3.25785,-0.104189,-0.857791,-4.48494,6.533703,4.062559,5.259396,5.13636,2.552021,-0.735822,4.814532
"MKN1",-4.619103,-0.963156,-2.546359,-0.61468,-4.441828,7.084953,4.726497,3.676012,-0.123164,3.606704,1.158398,4.621203,-0.599522,1.548976,7.693259,3.449335,1.514696,-1.44493,3.055674,2.509725,1.437681,3.832281,5.362789,2.217642,1.987369,-3.048536,-1.192046,3.694724,5.261908,4.361728,-2.530134,6.816413,-3.009742,-1.071497,3.183875,-2.672502,-5.934061,3.318651,0.629867,1.066126,9.794758,-3.272415,-4.595253,3.740548,0.553587,-3.694228,0.809332,4.29552,0.198743,4.428659,4.508797,3.225271,-0.390633,5.162278,4.874439,1.576737,3.589438,3.861018,-1.049776,1.572296,2.658452,-0.531314,4.993951,3.864379,3.529593,-3.650653,1.244466,5.407665,5.478136,3.394893,3.205991,4.370614,5.952257,5.889647,4.944125,4.121352,-5.879698,1.625168,1.099154,3.113339,4.99874,5.738618,5.872043,5.899593,3.868734,-0.472775,4.830451
"MKN28",-3.444992,0.934795,0.140839,-1.469267,-5.345125,2.856316,4.556993,0.54661,0.180788,2.184382,0.228222,5.529193,-1.201784,2.109726,7.019451,1.332761,-0.837784,-0.483091,2.536227,2.303835,1.47465,2.924312,2.848204,2.4628,1.502579,-4.626381,-1.73424,0.990628,2.743926,3.278675,-6.830866,6.170984,-3.502631,-0.383593,4.545902,-3.281923,-7.680759,3.09849,0.363177,2.690169,6.520468,-2.411637,-3.776415,4.158921,0.506267,-4.944475,0.158883,5.921369,0.902918,2.150753,0.722856,0.957998,-1.14288,6.348468,5.765695,1.316619,5.10362,3.219559,0.139464,3.77334,0.990319,-0.338972,5.359498,2.89943,4.717023,-5.249399,2.131249,5.702098,6.28906,2.078091,3.782394,4.7187,5.781278,6.009805,5.216642,5.100278,-1.42936,1.941389,0.296101,-0.400765,4.998223,3.950277,4.672998,4.039559,2.155229,0.124069,4.573776
"ML-2",-2.00128,-1.723338,-3.659652,-4.735109,-5.44392,6.655353,5.13751,2.927861,-0.224903,6.407835,-0.002505,1.269562,-0.353648,0.511637,5.182705,4.924274,2.269061,-0.481688,3.190504,2.520424,2.062994,1.638686,3.274015,5.362507,2.585634,-2.920677,-1.474518,-3.298062,-1.839086,2.804762,-2.027515,5.846388,-3.304592,-4.280134,3.948287,-1.476683,-6.0063,4.543632,-4.29453,5.912564,10.049588,-4.54399,-4.773197,2.362305,-1.00229,-3.40482,-2.452725,5.801389,3.539157,-2.421848,0.917884,0.771977,0.491307,3.354441,5.335766,4.793284,4.690869,3.983808,-1.122859,5.596715,-1.412863,1.270554,3.564518,3.903894,6.171129,2.966632,3.543307,5.74098,4.064009,2.955959,4.940337,7.021212,5.452382,2.110936,4.928276,6.040332,-0.626496,0.058812,0.532035,-1.487943,5.482836,5.457598,6.36586,4.436079,4.263532,-0.002929,6.156912
"MN-60",-0.501918,3.386125,0.889769,0.233746,-1.786178,6.996925,5.306472,4.137704,0.606987,5.97622,0.358474,2.537697,-0.111856,2.87884,4.99246,5.034038,1.95837,-1.055908,3.681984,3.662068,3.29652,4.00264,4.669864,7.733675,2.621134,-2.670267,-2.312897,3.583303,2.846632,6.337495,1.399118,5.249469,-1.417216,-0.621173,3.982455,-2.688966,-1.236548,4.585362,5.290725,6.663726,9.529274,-1.311794,-0.876419,6.604341,3.31683,0.284188,3.04921,5.934079,3.951629,5.623148,1.513909,6.341066,-0.367115,5.50115,5.695263,4.616954,4.621193,5.224141,2.670187,4.965005,0.852107,4.9449,4.870953,5.227375,6.661603,-1.675083,3.685308,6.188553,7.145807,5.625969,5.667968,6.858077,7.295105,4.721991,4.835396,5.966036,-1.887425,2.016787,1.291972,3.570824,6.672423,5.766781,6.370895,7.057206,6.348181,0.520928,6.391241
"MONO-MAC-6",-1.868474,2.495754,-3.695134,-2.626235,-3.881763,7.615347,4.822139,2.342207,-2.194997,5.233204,-4.782862,3.209768,-0.609312,0.880657,5.30787,3.445523,1.824955,-1.407425,1.55767,3.081014,1.821734,2.476731,4.699018,0.166332,-0.037593,-5.572432,-0.824423,0.757204,2.649728,3.804147,1.524716,4.816449,-3.245899,-2.254269,2.991026,-2.183932,-4.053449,3.140967,1.208645,2.535063,5.916251,-5.401203,-5.193872,3.453379,0.277365,-4.243903,-5.36247,1.49208,2.535741,0.565341,-0.643558,2.365321,-1.309773,5.162928,6.207989,-0.236371,3.507916,2.507236,-6.48936,0.480434,-4.653093,-0.814408,2.593686,3.866925,2.64557,-1.890442,2.748071,4.425701,4.567926,-1.923898,1.39514,6.963694,6.576039,4.156858,2.089426,5.698386,-2.599901,-1.437884,-1.981662,2.193674,6.383932,3.047967,6.496949,3.252592,1.911106,-0.714883,5.132244
"MPP-89",-0.934111,3.033002,-0.36776,-0.008823,-1.070193,7.18969,3.632226,3.770592,-0.822222,3.735788,-1.775922,4.864998,1.340182,4.975694,7.156982,4.508621,3.209305,-0.154031,3.058242,3.223522,3.000962,5.206848,8.302342,2.226762,0.51479,-3.909627,-0.770969,0.433972,2.847573,5.213503,3.685888,7.366039,-2.330912,0.101716,2.172271,-1.722277,-4.792791,4.184344,2.852253,1.648183,9.702191,-4.260418,-4.104751,2.191885,0.03977,-5.737072,0.957756,4.217123,3.260689,0.99125,1.316378,1.440748,-2.654082,5.767662,6.209651,4.11866,5.513745,3.71873,-1.397542,4.051201,-1.829949,-0.788883,4.412699,5.278948,5.391792,-5.572477,1.175255,5.75982,7.008413,3.610443,1.585039,6.934134,6.295542,6.68214,2.732661,2.705863,-3.522938,2.013151,-0.703165,1.613637,5.951715,6.367279,6.228502,6.478556,3.521416,0.240723,6.242608
"MRK-nu-1",-3.131436,-2.152429,-5.965208,-2.20503,-5.40939,6.690493,3.596582,3.3597,-1.079992,5.220204,2.123822,4.150577,-0.606228,3.8009,7.49449,4.346924,2.147632,-2.283481,6.145308,2.557691,1.0047,2.102813,5.082244,1.953544,1.067275,-3.762821,-3.008712,1.310317,5.449374,6.876962,0.373298,6.523229,-3.772434,-0.437099,3.611531,-2.228713,-7.013023,3.500356,0.111201,4.81,7.481444,0.311457,-0.892651,6.5848,5.18578,-1.197989,1.192823,6.495929,4.225606,4.336014,2.869209,5.802365,0.112117,4.261966,4.854549,5.366024,4.595576,3.689218,2.217743,4.704645,2.531102,4.151942,3.274616,5.461547,6.579996,2.04135,4.212847,5.944319,7.05122,5.067995,5.331123,7.218423,7.067613,4.337012,5.055087,5.125115,-2.142885,5.197261,0.026817,1.865485,6.37093,3.752318,6.048676,4.642203,3.545622,2.596092,6.453064
"MS-1",-1.37624,1.730411,-3.071703,-1.067054,-2.526211,8.153451,5.238452,3.029686,1.594218,6.118945,1.087785,3.185451,0.966258,1.939018,6.778081,5.008565,3.006773,0.572379,4.563208,3.660551,2.794974,4.092798,5.219177,4.344307,2.041531,-3.523003,0.255179,0.127193,1.262512,5.782637,5.051041,7.867704,-1.682029,-0.936435,4.367506,-3.908621,-4.580751,2.748496,3.126958,3.961925,5.623623,-1.690446,-2.807462,6.547701,3.449752,-3.225101,-3.514968,5.853392,1.815303,-1.113277,-0.204725,5.559179,0.727733,5.085604,5.676509,4.968059,6.123022,3.917635,0.817768,5.529732,2.792023,2.000301,3.307052,5.874256,3.997104,-0.362371,3.272164,5.536118,5.719576,3.059082,4.587171,6.007368,7.098441,7.07042,4.886841,6.701131,-1.864802,1.701433,1.309885,3.579537,6.251184,3.900419,6.078434,5.466388,3.862255,-0.620102,5.041747
"MSTO-211H",5.37043,7.678287,0.141994,1.038044,2.174799,6.514997,4.938621,7.526748,4.429874,5.452222,4.602528,6.764962,2.016956,6.071297,11.306291,3.519266,7.821672,6.403163,5.498722,4.40885,4.296725,5.056924,7.045569,8.073619,7.620405,-1.227579,1.576015,6.500447,6.239275,7.37812,5.00702,7.95854,4.118316,-0.058813,5.090149,4.366382,1.541353,5.120246,5.509217,3.543663,7.459498,-4.799046,-4.404341,4.044288,-1.127374,-4.227672,-0.656529,3.550126,1.8736,5.20205,1.905435,1.125726,-2.812151,5.712054,4.630803,0.979796,3.01344,3.406185,-1.208804,4.688505,-0.823143,-0.584078,5.147956,5.127274,5.971082,-1.195541,3.827514,6.654097,5.825236,2.122611,4.211818,6.673749,6.513198,0.945661,0.387829,5.875878,-2.756568,2.404379,-0.54903,0.571184,6.194792,6.70315,6.310825,7.091309,2.711956,-0.23757,6.200665
"MZ2-MEL",-3.383683,0.779043,-3.641313,-0.838237,-3.147654,7.250584,4.671301,1.486347,1.735016,2.348293,1.919875,3.009429,-0.891332,3.024389,6.170462,3.106958,1.792369,-0.953951,3.970673,1.84483,0.365285,3.480825,3.86592,1.889146,1.246139,-6.323656,-3.5203,-0.001842,1.36631,2.828005,1.080698,5.705935,-3.449298,-2.183881,1.935883,-2.910166,-6.142657,2.97704,0.643831,3.179765,8.389403,-5.400345,-4.14657,0.433319,-2.637652,-5.343585,2.92521,6.173329,3.321524,2.739607,0.574958,-0.924001,-7.627195,2.296789,4.185025,-0.233677,4.371961,1.059154,0.92486,0.344748,-1.062566,-2.681957,3.903556,-0.3704,3.235302,-4.269534,3.760473,5.032662,1.130676,1.001311,2.319637,0.039334,3.160212,0.404732,4.0883,2.050583,-3.996578,-0.042323,-1.700676,-4.941626,5.977733,5.415791,3.532709,6.947944,5.076524,-1.549084,4.631851
"MZ7-mel",-2.181776,1.458287,-3.15451,-1.100946,-4.581479,5.689009,4.49898,2.184946,1.424703,4.513796,2.201062,3.868539,1.064107,3.316177,5.143356,3.480448,3.141745,-2.173979,4.081152,2.280057,1.221532,0.939939,6.918806,3.876564,4.850664,-2.232866,-5.524838,2.406022,4.578837,6.031503,-2.036397,6.417847,-3.139604,-2.51202,4.693089,-3.83785,-4.068825,3.683865,-0.325729,4.698883,11.571284,0.699606,1.061027,6.152805,2.471905,-0.632815,2.414386,6.514171,3.005651,5.003594,4.96507,-0.981207,2.119283,5.806719,5.708458,4.36487,4.637919,4.882154,4.42919,2.453596,5.228158,-1.395827,4.701194,4.355436,5.494213,1.538109,1.930361,5.802758,2.840315,5.911284,4.289488,6.793757,6.476216,4.784114,5.324617,5.851939,-1.127757,5.329361,1.052577,-3.525671,6.104684,4.49962,5.531332,4.804298,1.695394,-0.605149,6.069372
"Mewo",1.241517,1.915783,2.132645,2.256785,-4.187574,2.984275,4.17363,6.250997,2.55395,4.600764,4.078374,4.684013,-1.615518,4.796771,5.436412,3.873258,3.853667,-0.6591,4.933187,2.768137,3.354255,5.283823,7.310927,5.820006,4.422432,1.520136,1.602036,3.81964,5.074683,4.902929,4.996957,7.158056,0.798702,-0.908522,4.974521,0.039511,-0.274908,3.511205,0.711366,3.998063,7.695254,-3.058208,-4.695767,2.813478,0.214865,-5.072828,1.317807,3.521779,1.810724,3.329709,1.572248,-0.284109,-3.007269,5.416841,5.817261,1.402071,3.737362,4.166845,-1.189711,3.661547,-0.331093,-2.228223,4.807364,2.892448,4.739437,-3.638695,3.53032,5.316015,2.438562,3.269121,4.653185,6.067044,5.57369,4.920309,4.991949,5.843643,-4.42355,1.230174,0.088449,-4.236937,4.980325,3.276755,3.939002,5.862546,3.017816,-0.725403,5.077339
"NALM-6",-3.982747,-1.580658,-9.684614,-6.843805,-5.125993,6.965522,3.543937,1.25435,-2.225343,3.417611,-1.364799,-0.350057,-1.539857,4.428098,4.442781,5.079599,-0.521477,-5.879047,0.764137,2.207152,1.83764,-0.352311,-0.023326,2.275528,-0.873735,-9.096206,-7.941576,1.963137,1.845664,4.965042,-0.867123,6.399039,-7.079378,-0.396837,3.572471,-4.573986,-6.129364,2.164361,-3.318426,1.502684,5.448586,-5.59874,-5.75038,5.685823,-1.498085,-0.516921,-3.902025,5.349124,3.077547,-2.031883,-0.330128,5.287267,-0.347543,3.175365,4.970605,1.427259,5.359512,1.363164,-1.625473,5.589168,-2.274141,2.705731,3.680422,4.981913,4.050147,2.234192,3.849647,5.078115,5.382556,-0.410876,4.144465,6.931163,6.271695,0.651941,3.114133,5.406428,-3.030996,-1.680523,-1.184601,3.203343,4.581405,3.467845,6.220877,3.162173,5.185251,0.582211,5.196018
"NB10",-1.670811,2.772506,-3.714399,-2.505313,-2.166861,6.343274,4.685055,5.050822,2.923945,5.180918,1.624321,4.763857,0.258898,2.976895,6.260951,4.8616,2.531303,0.29539,5.912763,4.13248,2.790932,2.878783,5.458158,3.978629,1.667049,-2.761546,1.035844,-1.767051,-0.78884,5.684916,2.628028,7.448976,-1.438376,0.191947,6.898494,-2.240105,-4.5058,4.524618,2.458008,4.240686,10.860872,-7.395026,-4.917537,2.440916,-1.670594,-4.212696,1.70696,3.725353,1.52558,3.270012,-0.285121,2.482811,-1.574034,3.931239,5.357161,5.279878,5.621627,0.281839,-0.525442,1.075501,-1.084717,0.125259,4.943404,0.854624,6.843498,-4.188236,3.101761,7.07385,6.922368,1.441665,3.267055,6.6912,3.693197,1.166164,3.340374,2.077888,-1.426887,1.653922,0.914005,-2.298407,6.110995,4.431467,5.228552,5.048754,2.973188,-1.538582,2.576201
"NB12",-1.283299,0.080262,-1.86334,0.185406,-6.160533,6.980728,4.192155,5.178066,1.576427,4.39367,1.203645,2.844356,-0.960619,5.067002,4.446768,3.851767,6.00447,-0.405996,2.881486,2.108022,2.406613,5.195395,7.653038,5.122785,4.765685,-4.327761,-0.321526,2.182335,5.087231,3.337007,4.411582,7.193473,-2.351979,-1.121505,5.007228,-2.601399,-2.882121,3.346305,2.078125,4.599854,10.9825,-3.123021,-2.790125,5.114736,2.158449,-3.400277,2.978236,6.908908,1.914573,-1.464688,0.999566,4.794369,0.333311,4.475728,5.762336,4.723186,6.496691,3.046397,1.916513,5.074255,0.272605,0.304802,5.060894,5.056484,6.711038,-3.037333,3.230596,5.31561,6.01247,2.419905,4.804777,6.131942,6.980488,2.442607,5.096886,6.332583,-0.637865,1.047017,3.675426,3.23083,0.269102,2.200548,6.111197,7.061153,4.653024,-1.991791,3.34298
"NB13",-2.005811,1.016527,-3.264009,-0.436908,-5.295518,7.135058,4.0183,2.090904,-0.197751,5.845224,2.179056,3.874517,1.591476,3.9904,6.491435,4.125425,1.712569,-1.149066,6.01307,2.816154,1.990093,2.297242,1.441162,4.473331,1.176043,-4.662081,-2.745554,0.483158,1.451348,6.203888,3.603974,6.204745,-3.163679,-1.034611,5.513101,-3.250269,-7.712844,3.799584,1.530932,2.645414,11.536057,-3.547385,-5.721661,3.692069,3.113694,-6.62032,1.660269,-1.360073,2.057537,-2.500703,0.053546,5.269622,-0.614637,5.994013,5.673404,1.475574,5.364701,3.229267,-0.622551,4.725763,-0.756776,-0.998897,5.21027,4.83535,5.676531,-3.767465,3.752364,3.961181,1.502252,1.390498,3.242195,6.723874,3.921475,6.488815,5.374378,1.672949,-2.137138,2.98991,0.134968,2.806244,3.650937,4.259433,3.036192,5.043946,4.252281,-1.845102,3.448333
"NB14",-1.386201,0.776045,-2.865523,-0.566209,-4.157006,8.0252,4.425583,3.798206,0.502258,2.977774,3.716676,2.340528,-0.554918,1.246948,7.522261,4.851232,0.832117,-3.51303,5.138775,1.97455,1.087692,2.878357,1.015657,4.613125,0.285174,-6.257958,-1.013612,-1.447991,0.456837,6.924559,2.861136,5.892605,-2.204241,0.019752,7.313105,-2.850863,-4.801699,4.48768,5.940643,3.817378,9.222209,-7.358576,-5.010166,2.448649,-1.800495,-7.303864,-2.963927,3.36567,3.343528,-1.844643,-1.173483,1.872365,-0.664352,2.503021,6.196443,2.859645,6.250331,-0.302999,-2.553314,2.819836,-4.939001,2.780563,5.355499,2.638917,3.490883,-5.720215,4.158341,7.045438,6.391518,0.25038,1.695502,4.077675,4.374883,6.489096,5.29295,0.787787,-2.674462,0.205165,-1.594875,-0.996696,5.709496,5.674254,6.396768,5.89597,3.02436,-2.571121,2.973298
"NB5",-1.022166,3.084743,0.282057,-1.02749,-2.585807,6.228503,4.568693,6.908973,2.156799,6.266119,1.779079,4.459788,3.084836,2.606408,8.956789,4.331813,4.741122,0.888974,5.825016,3.107133,2.676359,2.830534,3.873996,4.59338,2.876356,-2.709179,0.345195,0.106687,2.388962,6.887822,1.905204,7.528217,-3.320498,-0.604914,6.625483,-2.381965,-4.542266,5.014801,5.340251,6.703868,8.268312,-6.25304,-4.154287,1.701413,-0.79348,-3.728109,2.655176,4.582864,0.34284,2.593401,0.18112,-0.02251,-2.195375,4.319855,5.622409,4.663958,6.441622,4.943348,-0.227517,5.702697,-0.753346,1.254731,4.022665,4.734032,5.010736,-3.484879,0.345838,6.032335,6.429824,1.077441,2.375453,7.277708,5.827317,1.88127,5.256207,5.987578,-3.202911,-0.04437,-0.352135,-1.688156,5.145514,2.81215,3.197688,3.940627,4.662707,-0.859536,2.151274
"NB6",0.781615,4.91472,1.188421,0.80358,-2.074,2.614846,3.131726,2.466572,0.367831,4.358373,0.030613,4.097144,-0.092475,4.902508,7.557533,2.985177,2.501358,-0.788783,4.638074,5.389494,2.604127,5.636651,1.344823,6.631113,2.788804,-5.386941,1.487291,0.964426,1.839949,2.604383,6.064648,2.859532,-0.395485,-0.465682,4.154805,-2.901569,-4.04311,4.683023,4.564248,6.07958,10.016342,-1.699836,-2.525487,5.763551,3.009896,-3.140876,3.253344,6.525902,4.174385,1.581458,0.648662,6.471154,1.079706,5.93331,6.292128,3.445624,4.189473,3.831052,-0.015496,4.033528,-0.066319,3.474684,4.329608,5.300406,6.558648,-1.949709,4.263802,7.196784,5.263797,1.006598,5.406361,6.579294,6.980673,5.290392,4.928141,3.396646,-0.924675,4.143178,0.909386,0.165697,6.158165,6.765027,5.420118,6.311499,5.648437,0.910633,5.989073
"NB69",-2.535785,0.083878,-6.863094,-1.742618,-3.08947,6.781955,4.401011,3.452992,-0.308333,5.625479,1.685715,2.591834,0.358258,4.083247,5.361403,2.848165,5.994122,-1.547728,4.449767,5.579852,3.443543,2.227531,1.911543,3.949521,2.396065,-7.043441,-4.156971,-1.011449,-0.5403,6.849364,-0.080621,4.719814,-4.508123,-2.580529,6.194183,-3.661316,-4.81959,4.288172,3.89333,5.286627,6.88342,-7.470909,-5.162083,3.952423,-2.532201,-4.846698,2.690028,6.04258,-0.487187,0.380289,-0.887427,-0.5854,-4.660307,2.164381,5.768317,5.425941,4.418881,4.109274,-0.348868,3.810388,-0.880367,-1.306104,3.890447,3.098482,5.758312,-6.710216,0.029021,7.171253,6.938603,0.147257,1.672263,5.909739,6.204824,0.97582,2.638116,6.183463,-3.793106,-1.405385,-2.002473,-2.551073,3.644186,2.500218,5.53314,3.142081,1.470285,-0.131562,-0.056021
"NB7",-1.606384,4.218598,4.620709,1.050917,-3.426153,7.115017,4.335358,2.544126,0.845598,5.642548,-0.974195,1.806482,-3.17867,2.482286,4.404205,4.704174,1.625666,-0.207079,5.959236,3.116455,1.762599,5.03697,7.444199,3.290755,0.237458,-7.571106,-0.514015,-1.0225,4.375861,7.382146,4.306509,4.307438,-0.505812,0.099829,0.89482,-3.061227,-4.749031,4.866753,-0.278949,1.467379,6.767454,-4.47093,-3.836511,4.031338,-0.845431,-5.262677,2.697963,4.265179,3.509868,5.459809,-0.410887,6.633433,2.593558,6.575097,6.16922,2.678019,5.710882,3.915184,-0.681234,5.026949,-0.774592,0.097847,5.500926,4.471645,5.997119,-3.992665,4.197407,7.305246,6.301151,1.249238,5.425425,6.095803,6.55578,7.372588,5.28023,6.534911,-1.735267,2.737414,0.8515,3.290308,4.354166,2.156001,3.420995,3.185857,3.250005,-3.530894,3.147086
"NBsusSR",-2.403522,-0.230434,-3.459897,-2.428492,-5.643407,2.822998,4.907991,1.543025,-0.641124,6.243333,1.25655,1.533433,0.011575,1.32288,4.877863,3.331497,1.303253,-1.719176,4.616485,3.053262,2.251594,4.163747,1.727543,3.175407,0.007199,-8.921889,-3.329278,-3.173911,-1.871228,6.789555,-0.737946,5.465001,-3.095013,-0.113053,2.386255,-2.865051,-5.856346,4.008891,0.858498,5.140703,8.307014,-7.679255,-5.887916,0.330543,-0.599811,-5.202552,-3.570185,5.224549,2.089547,1.844411,-0.20446,5.781369,-2.615341,1.021531,4.929523,0.935416,3.614245,2.023333,-1.13241,4.448926,-3.012841,0.544654,1.390769,4.814323,3.494102,-4.387756,1.967638,4.605716,4.392719,0.427889,3.162406,4.030615,6.793402,6.472191,2.396807,5.559519,-3.878207,-2.106075,-2.387234,3.421297,5.538111,6.026792,5.813634,6.91347,4.3814,-1.550654,2.06607
"NCI-H1048",-2.459765,-1.041215,-2.006724,-1.902574,-4.542325,6.903511,4.922571,3.791323,3.618923,6.013545,0.059176,0.32492,-0.213491,3.971104,7.379797,3.72639,1.90712,1.690425,2.942419,2.586978,4.558322,5.862481,6.876152,2.161697,1.439394,-3.510248,-0.00966,3.780187,5.813125,5.595817,-0.127649,7.362541,1.29398,0.018535,4.488611,-1.367383,-5.213083,4.808176,2.932819,6.019897,8.848324,-7.544172,-4.599286,2.289497,-0.944793,-6.031053,-1.113461,5.376842,2.956609,-0.674262,0.936193,2.807974,1.188036,1.787204,6.262754,2.529769,5.925475,1.80927,-0.084988,4.501964,-1.957301,-1.239398,5.031914,5.101371,4.771762,-3.998007,0.912916,6.069201,4.080894,0.579469,3.055217,6.14135,6.937068,6.561808,2.804362,5.220369,-2.449863,0.744412,-0.533665,1.08262,4.630647,2.502658,3.933981,4.064209,3.366688,-1.540525,1.265353
"NCI-H1092",-0.303881,5.981199,1.967861,1.187812,-2.846156,7.093033,5.046352,5.747559,2.28162,6.139762,3.923564,6.523034,0.564793,4.772376,7.089062,3.88754,7.253718,0.331539,2.602652,3.906331,4.298398,3.85543,6.955865,6.2236,2.83085,0.673532,1.124318,0.834325,1.494447,6.831646,5.075503,7.33653,-1.958899,0.213787,6.570812,-2.404594,-2.195282,3.839794,5.380193,3.817896,7.676444,-0.550327,0.491194,7.15045,5.708648,-0.11825,2.657609,6.870232,3.803447,-1.04497,-0.685034,6.007708,1.97501,4.986442,6.168458,5.787172,6.433115,5.584058,4.895494,5.758897,1.776061,4.03958,3.87599,5.498988,7.141449,-0.657381,3.725827,6.567106,6.625925,3.285498,5.514731,6.43583,7.267811,6.85892,4.936584,6.640961,0.056127,3.275176,1.152003,3.583805,6.488879,6.798964,5.946962,5.404498,3.915386,-0.09912,6.036853
"NCI-H1155",-0.544959,2.39971,-0.716869,-0.135402,2.264972,6.818038,4.362268,3.285118,4.946053,6.706935,5.041173,7.364318,0.96733,5.508466,7.342565,5.32757,3.677613,7.600348,6.492924,4.740444,7.717292,6.067744,7.136076,8.366142,3.133669,-1.25623,1.939577,2.692308,6.372356,5.372401,4.293371,8.545585,-0.28945,0.258042,5.507758,2.287926,-2.849179,5.264643,8.034318,5.247949,7.107046,-7.551799,-2.974725,2.280691,-1.096275,-2.797124,-1.24588,4.900283,2.578091,-2.048221,0.696422,3.594784,-2.001617,3.882741,6.063732,4.914721,6.427423,1.137484,-1.199877,4.443118,-0.763972,-1.503944,4.059634,4.202412,3.328189,-4.646615,3.307224,4.979299,3.389207,1.105279,1.546819,5.571902,5.931982,6.848922,5.21251,2.886124,-3.326733,0.335847,-0.547452,1.350918,6.402916,4.149668,5.695792,3.474663,2.225444,-1.471239,3.170563
